,Ross_gyre,Weddell_gyre,ACC_transport
1958-01-01,20.829307350943388,49.317224319999994,120.59771728515625
1958-02-01,22.349821283018915,40.51230688,117.93094635009766
1958-03-01,17.612921418867916,55.63697151999998,127.58426666259766
1958-04-01,12.320808754716962,56.26224095999998,122.83018493652344
1958-05-01,20.171911426415114,76.430936,117.80990600585938
1958-06-01,25.42697002264151,77.91282880000001,125.19674682617188
1958-07-01,18.4014040754717,66.80015167999997,113.88148498535156
1958-08-01,36.91394940377354,69.59444128,130.9368133544922
1958-09-01,38.646976181132075,71.82734880000001,131.51011657714844
1958-10-01,29.96170886037737,61.544925119999974,132.15835571289062
1958-11-01,31.51302104150945,59.052866879999996,128.44625854492188
1958-12-01,36.25131103396225,62.04387359999999,132.41183471679688
1959-01-01,27.060089418867946,50.53508831999999,125.83456420898438
1959-02-01,39.41749826415098,53.27340416000003,135.85577392578125
1959-03-01,35.28438961509439,50.81935456,127.71732330322266
1959-04-01,24.064536573584885,56.05061184,122.91942596435547
1959-05-01,13.98291290566039,58.94957375999999,122.72196960449219
1959-06-01,10.34042197735849,53.88646752000001,108.878662109375
1959-07-01,31.686500407547175,73.69980704000002,122.45440673828125
1959-08-01,43.21410747169811,77.31743680000001,129.89126586914062
1959-09-01,35.093928754716934,67.81559936000001,122.6152114868164
1959-10-01,27.097022249056607,60.62537119999999,119.8308334350586
1959-11-01,24.039748528301864,53.55969152000001,127.40930938720703
1959-12-01,21.483241720754744,47.761901119999976,123.85591888427734
1960-01-01,14.245335607547133,42.856554880000026,120.56385803222656
1960-02-01,11.466922203773558,44.67703744,114.26939392089844
1960-03-01,42.082340407547115,58.36959647999999,134.5313720703125
1960-04-01,46.69435888301888,65.75911776,127.36770629882812
1960-05-01,38.826545207547156,74.10080607999998,119.83770751953125
1960-06-01,42.07692359245282,79.14122272000003,125.24114227294922
1960-07-01,20.068313056603788,51.933518400000004,110.3702621459961
1960-08-01,35.90855601509434,66.4086416,129.1767578125
1960-09-01,33.80248507169813,59.09664959999999,126.2850112915039
1960-10-01,26.791006128301888,55.384335040000025,117.71163177490234
1960-11-01,35.89361527547172,57.796839680000005,126.45825958251953
1960-12-01,34.59037989433965,57.689234879999994,131.6240234375
1961-01-01,21.67875302641511,37.30475424000001,118.2377700805664
1961-02-01,27.69015830943397,46.33110687999999,125.50041961669922
1961-03-01,33.40919009811321,59.12922495999998,133.18798828125
1961-04-01,24.07141621132076,53.97168863999998,119.93927764892578
1961-05-01,26.397166550943403,61.18256671999997,117.64330291748047
1961-06-01,23.83374001509434,68.43219935999998,117.08775329589844
1961-07-01,19.564030249056636,76.21216607999999,120.73857879638672
1961-08-01,29.593044709433972,74.08237503999999,121.35078430175781
1961-09-01,23.24921014339623,70.70972704000002,123.76689147949219
1961-10-01,35.399768573584886,68.0276512,132.80406188964844
1961-11-01,26.428762264150947,57.84590495999998,126.5117416381836
1961-12-01,23.580135305660367,50.23957568000001,128.83956909179688
1962-01-01,9.603100196226418,39.308640640000014,119.16272735595703
1962-02-01,18.963868679245262,44.98484095999998,120.49008178710938
1962-03-01,18.601264241509437,49.59073504000002,121.84480285644531
1962-04-01,35.615837645283044,53.695291199999986,128.70416259765625
1962-05-01,24.239298596226394,57.23990784,119.79898834228516
1962-06-01,17.57121587924528,49.92687456,107.5221939086914
1962-07-01,22.804359667924555,58.7666176,119.61241149902344
1962-08-01,30.851673056603758,66.20003519999999,122.82573699951172
1962-09-01,39.1858279245283,69.71932064000002,135.75094604492188
1962-10-01,42.32602560000005,66.0108464,133.18202209472656
1962-11-01,29.984197494339615,53.66266047999999,125.87306213378906
1962-12-01,18.697187200000016,40.39680031999999,118.54888153076172
1963-01-01,14.46484184150943,38.17455104000002,116.83306121826172
1963-02-01,24.110828860377342,37.64542528,127.42205047607422
1963-03-01,18.86778487547174,44.46943040000001,127.76001739501953
1963-04-01,13.435430822641521,55.46534304000002,123.59902954101562
1963-05-01,32.16397421886793,65.77109216,123.77003479003906
1963-06-01,24.85181095849061,67.05932895999997,120.18444061279297
1963-07-01,19.87157778113207,59.64072544,115.44237518310547
1963-08-01,30.280662158490568,63.81678528000003,122.78012084960938
1963-09-01,28.29166194716981,65.46507775999999,130.9619903564453
1963-10-01,33.70260425660378,62.28585856,133.9397430419922
1963-11-01,24.95913002264151,55.47023840000001,126.11229705810547
1963-12-01,18.771720633962275,45.09059263999998,122.81362915039062
1964-01-01,16.057370264150947,42.07768895999998,120.49868774414062
1964-02-01,22.27526490566039,42.057112960000005,123.13720703125
1964-03-01,22.56271595471698,40.66359616,118.8996353149414
1964-04-01,19.75982605283019,46.58589375999999,116.93263244628906
1964-05-01,32.750597494339644,58.82946656,124.6521987915039
1964-06-01,40.5135045433962,62.30411456,125.49320220947266
1964-07-01,43.69668944905663,58.73323328000003,127.726318359375
1964-08-01,27.604572437735825,66.17282592,121.34420013427734
1964-09-01,35.371194626415104,66.63564607999999,125.18871307373047
1964-10-01,32.76857424905658,67.43275168000001,130.47840881347656
1964-11-01,26.82381784150943,55.222046719999966,127.5112075805664
1964-12-01,31.3671640754717,54.07525823999998,126.3298568725586
1965-01-01,19.790285464150937,37.48443744,123.8789291381836
1965-02-01,19.716529690566034,46.22435424000001,120.73155212402344
1965-03-01,18.729674566037716,48.46703456,118.34883117675781
1965-04-01,29.473226324528305,53.057234560000005,126.79903411865234
1965-05-01,36.64474704905662,60.82232704000002,122.0822982788086
1965-06-01,19.643717494339644,72.03746912000001,120.4552993774414
1965-07-01,17.93990707924527,65.43569952000001,113.38148498535156
1965-08-01,30.34469283018863,66.49024928000003,114.46640014648438
1965-09-01,19.697261343396217,61.87129247999999,119.30985260009766
1965-10-01,17.34038889056602,52.18854495999998,119.88574981689453
1965-11-01,33.57446128301883,59.48857919999999,127.26121520996094
1965-12-01,24.119792483018845,38.11189023999998,121.56986999511719
1966-01-01,14.503138475471705,35.86787968000001,123.00869750976562
1966-02-01,20.18192416603774,40.72230368000001,121.41686248779297
1966-03-01,20.822991879245283,42.109862079999985,116.99317169189453
1966-04-01,15.862026324528307,55.79768991999999,112.97998046875
1966-05-01,33.547032573584886,70.06789695999998,119.07707977294922
1966-06-01,15.193512513207555,70.96527007999998,114.67137908935547
1966-07-01,28.456895456603796,62.82182431999999,115.07734680175781
1966-08-01,29.55476787924531,51.90539135999998,117.24738311767578
1966-09-01,36.6554997735849,57.60888992000002,129.6018829345703
1966-10-01,41.5235317735849,62.19446047999999,139.206787109375
1966-11-01,26.088484649056582,55.51000831999999,128.0686492919922
1966-12-01,29.652407486792445,42.813568640000014,123.51404571533203
1967-01-01,30.733286339622676,42.41899424000001,126.25262451171875
1967-02-01,26.600938928301872,42.830353920000015,124.98494720458984
1967-03-01,33.966546535849034,53.66260224000001,129.07919311523438
1967-04-01,35.38991595471698,57.219288,126.31881713867188
1967-05-01,11.933850264150948,57.48927680000001,110.22818756103516
1967-06-01,18.69159384150943,68.17637056000001,115.02074432373047
1967-07-01,26.688967909433963,60.359737919999986,117.40094757080078
1967-08-01,35.7553035471698,61.30981152000001,129.01016235351562
1967-09-01,22.554416483018844,55.47143135999998,126.38715362548828
1967-10-01,31.003314415094344,48.60312256,125.32793426513672
1967-11-01,25.11524099622643,48.156326079999985,128.4100799560547
1967-12-01,18.166373615094333,42.48508224000001,120.29402160644531
1968-01-01,14.829263879245282,38.57138944,120.70849609375
1968-02-01,23.568660226415098,37.79444575999999,124.60221862792969
1968-03-01,22.277799788679243,43.334729599999996,121.54098510742188
1968-04-01,45.99174466415095,60.12203935999999,126.5084457397461
1968-05-01,36.813148679245295,60.11796768000001,126.23546600341797
1968-06-01,39.52384163018868,63.443001920000015,126.32903289794922
1968-07-01,30.675725464150904,56.041771199999985,117.37044525146484
1968-08-01,26.798384483018847,60.758500800000014,122.09451293945312
1968-09-01,12.638826445283026,55.376296959999976,115.44947052001953
1968-10-01,23.928871788679242,57.41377312,122.92750549316406
1968-11-01,24.71509971320757,51.814601599999996,121.94638061523438
1968-12-01,20.918607396226435,49.10543135999998,118.06656646728516
1969-01-01,9.985023215094358,36.31080895999998,111.15764617919922
1969-02-01,14.730646399999976,39.53039072,112.28230285644531
1969-03-01,25.395162505660384,52.9801744,120.6015853881836
1969-04-01,24.43650409056604,50.56129280000001,119.11857604980469
1969-05-01,28.512581252830177,55.111931840000004,116.52030944824219
1969-06-01,23.521471698113203,59.68118752000001,114.0025405883789
1969-07-01,28.224333222641526,70.50383968000001,116.17768859863281
1969-08-01,32.17940498113209,67.67274272,117.80880737304688
1969-09-01,30.135487456603766,62.820194880000024,121.26612091064453
1969-10-01,27.65066016603774,49.86524224000001,122.05209350585938
1969-11-01,26.25208,42.33270368000001,121.30198669433594
1969-12-01,21.419111547169805,39.85971295999998,118.58995819091797
1970-01-01,16.979957554716975,41.903345919999985,122.62419128417969
1970-02-01,17.962876075471698,40.01920831999999,119.59325408935547
1970-03-01,28.717778777358472,50.41025888000002,122.0981216430664
1970-04-01,25.046776452830194,54.80208735999999,119.5180892944336
1970-05-01,24.863797313207566,58.82030591999999,116.48119354248047
1970-06-01,26.856905841509462,56.77329695999998,109.31117248535156
1970-07-01,29.12297702641508,59.92434944,116.94464874267578
1970-08-01,44.581209539622634,55.47004447999999,129.33963012695312
1970-09-01,29.89596709433961,43.18311168000001,121.26814270019531
1970-10-01,20.48872301886791,43.37691840000001,119.58958435058594
1970-11-01,17.62082505660379,50.859130879999995,117.35301971435547
1970-12-01,4.918058686792463,42.024368,108.03675842285156
1971-01-01,19.95429089811319,40.36778464000002,120.50164031982422
1971-02-01,26.717850747169823,40.92219231999999,123.32508850097656
1971-03-01,32.031597584905654,42.546296640000016,130.1851806640625
1971-04-01,42.79797560754714,45.10822591999999,130.24856567382812
1971-05-01,34.780235290566054,52.53530175999999,117.6771469116211
1971-06-01,33.40157892830187,64.73086272,119.59075164794922
1971-07-01,24.897062098113178,62.77081152000001,115.28572845458984
1971-08-01,25.589504422641514,57.85840256,116.82746124267578
1971-09-01,35.77579344905663,62.55084864000001,126.23735809326172
1971-10-01,23.953087456603797,55.86552095999998,120.18086242675781
1971-11-01,28.205039758490564,49.45242175999999,122.5757827758789
1971-12-01,16.32692111698112,44.44887648000002,115.67787170410156
1972-01-01,24.21417002264151,44.30180928,123.72196197509766
1972-02-01,19.385660075471698,38.95862752000001,118.24646759033203
1972-03-01,18.428291562264146,44.406855040000025,117.33556365966797
1972-04-01,15.642205403773605,50.012605439999994,114.40238189697266
1972-05-01,15.94184012075472,51.379392319999994,106.28700256347656
1972-06-01,5.083916256603778,55.54473568000001,102.76219177246094
1972-07-01,27.920304483018846,63.56021119999999,116.88026428222656
1972-08-01,18.453072845283003,54.907948800000014,111.68643188476562
1972-09-01,29.67591408301887,68.1376416,125.40238952636719
1972-10-01,27.33555218113208,59.573235199999985,120.57011413574219
1972-11-01,14.465269071698069,47.45917728,115.55919647216797
1972-12-01,11.271288211320758,40.090794880000026,115.58938598632812
1973-01-01,5.9322125886792545,33.59644192000002,111.83084869384766
1973-02-01,11.382780799999981,41.43466880000001,115.44113159179688
1973-03-01,26.363379864150943,49.73893919999999,127.99231719970703
1973-04-01,28.429765252830176,57.53899904000002,127.04511260986328
1973-05-01,10.065528211320759,62.056409920000014,114.56917572021484
1973-06-01,21.097736633962274,54.50313280000001,114.66177368164062
1973-07-01,30.978956739622653,60.903400640000015,126.46210479736328
1973-08-01,30.71477898867923,53.28254784000001,123.97982025146484
1973-09-01,26.71835695094341,56.68043712000001,122.03597259521484
1973-10-01,22.907757584905653,51.22673856,123.95609283447266
1973-11-01,21.370359486792445,45.82692256,125.92678833007812
1973-12-01,17.765577841509433,45.970744640000014,124.2287368774414
1974-01-01,21.908855728301884,38.18996864000002,126.40210723876953
1974-02-01,33.70785515471697,49.08267359999999,132.31393432617188
1974-03-01,38.90953871698108,50.88876608000001,139.41957092285156
1974-04-01,47.62024181132075,58.67843104000002,139.02035522460938
1974-05-01,35.58435061132074,63.88431104000002,132.3169403076172
1974-06-01,22.415674143396227,62.41667584,121.65408325195312
1974-07-01,21.30801889811319,54.76735680000001,119.43528747558594
1974-08-01,35.832460739622626,53.34343071999997,122.33134460449219
1974-09-01,36.81532178113207,54.00556511999997,127.56696319580078
1974-10-01,31.47367794716984,52.11360671999997,130.87350463867188
1974-11-01,13.31930704905659,47.22579904000002,119.13604736328125
1974-12-01,9.023860105660379,37.526150400000034,114.73186492919922
1975-01-01,10.599181464150965,40.08023392000002,114.69822692871094
1975-02-01,16.022153600000024,38.32967584,117.50603485107422
1975-03-01,21.693010777358502,41.703522879999994,119.42851257324219
1975-04-01,26.941760422641515,38.91554911999997,121.30428314208984
1975-05-01,15.106678520754695,44.793016,112.6375503540039
1975-06-01,11.861638218867927,54.11205919999999,110.94269561767578
1975-07-01,14.295431184905677,46.394990400000005,107.2229995727539
1975-08-01,32.62729050566038,49.769495359999986,128.88771057128906
1975-09-01,24.51384796981132,43.98022304000002,120.67254638671875
1975-10-01,21.489844105660378,40.36751807999998,123.63075256347656
1975-11-01,22.642530716981142,41.94908512000001,130.35546875
1975-12-01,15.304384905660362,37.567060800000014,119.92291259765625
1976-01-01,11.965699803773582,34.689915840000005,113.13906860351562
1976-02-01,8.004087245283037,34.13625728000003,113.43243408203125
1976-03-01,17.230176301886797,38.66543616,116.13658905029297
1976-04-01,22.88291181886792,48.12303775999999,122.46002197265625
1976-05-01,26.67162801509434,63.29707103999999,131.1116943359375
1976-06-01,19.695774852830173,52.59499007999998,123.45632934570312
1976-07-01,21.721757162264108,52.644422079999984,121.19677734375
1976-08-01,13.227611230188698,51.17519328,120.2043685913086
1976-09-01,28.67811206037736,58.19551424000001,130.18431091308594
1976-10-01,36.826992241509465,64.25761759999999,142.61990356445312
1976-11-01,22.40882203773585,45.72659071999997,127.25130462646484
1976-12-01,13.11331302641511,45.96755328000003,124.0305404663086
1977-01-01,8.518901554716974,31.18160831999999,115.61859130859375
1977-02-01,11.363250415094345,41.95403552000001,119.62127685546875
1977-03-01,19.986177630188674,54.901939840000004,125.06803131103516
1977-04-01,32.09454726037735,56.13705375999999,131.49093627929688
1977-05-01,29.305693403773606,51.34169504000002,119.70966339111328
1977-06-01,24.357405645283045,51.78685856,119.59838104248047
1977-07-01,28.95761286037737,55.600919359999985,124.34190368652344
1977-08-01,21.533556105660377,61.44258528000003,115.92649841308594
1977-09-01,28.746682626415105,62.80035935999999,126.88155364990234
1977-10-01,31.45071981886792,58.975531199999985,135.05007934570312
1977-11-01,20.680748860377342,48.25985695999998,125.45262145996094
1977-12-01,13.81380486037737,48.14126080000001,120.56312561035156
1978-01-01,22.87030381886792,50.57007935999999,132.352783203125
1978-02-01,27.446187652830183,46.97679007999999,133.9601287841797
1978-03-01,19.88094110188678,42.88486272,116.76232147216797
1978-04-01,27.060569298113226,49.963223040000024,124.83055114746094
1978-05-01,19.366254792452843,52.0204,117.13890075683594
1978-06-01,10.868257750943393,55.35277247999999,116.16909790039062
1978-07-01,8.836661796226412,64.26928319999999,116.87452697753906
1978-08-01,33.160113690566035,67.56090495999997,130.0952606201172
1978-09-01,28.14168483018869,65.37030528000003,128.0261688232422
1978-10-01,22.24789005283019,56.510378880000026,127.49139404296875
1978-11-01,9.15729696603772,46.059553919999985,119.1821517944336
1978-12-01,21.558093464150904,50.82128896000001,120.31102752685547
1979-01-01,15.330887909433962,46.69858240000001,116.22871398925781
1979-02-01,24.257859320754708,46.16215935999998,118.69640350341797
1979-03-01,29.765687245283008,58.587851840000006,124.78359985351562
1979-04-01,22.685959426415117,65.33751967999997,127.02094268798828
1979-05-01,19.70193889811319,62.957821120000006,122.96833038330078
1979-06-01,32.17035924528301,65.95325119999998,123.80470275878906
1979-07-01,32.14768899622643,72.45028319999999,133.4070587158203
1979-08-01,27.904653705660373,49.40422080000001,122.66272735595703
1979-09-01,26.835831486792443,58.302650879999966,117.71656799316406
1979-10-01,26.75376996226418,53.088928319999994,122.70551300048828
1979-11-01,16.573614309433967,48.34317472,118.42079162597656
1979-12-01,15.726717524528295,56.537040319999996,120.96062469482422
1980-01-01,5.753235743396223,50.16506752000001,112.54486083984375
1980-02-01,20.140059471698105,41.924555199999986,114.34228515625
1980-03-01,22.57318780377361,52.12519807999998,122.06786346435547
1980-04-01,23.45339187924528,61.66333088,114.81302642822266
1980-05-01,31.028871667924523,72.78763008000001,121.62763214111328
1980-06-01,35.2739800754717,65.90493791999998,120.70972442626953
1980-07-01,27.10426729056603,65.17713216,120.34114837646484
1980-08-01,28.860244226415098,74.04161407999999,118.70951080322266
1980-09-01,20.733930203773557,82.05103168000001,118.38007354736328
1980-10-01,23.184664815094322,65.615608,116.1169662475586
1980-11-01,9.355382520754725,44.93563552000001,111.0665283203125
1980-12-01,17.660646098113208,47.97180031999999,117.84178924560547
1981-01-01,26.67811978867921,44.333370880000025,123.86170959472656
1981-02-01,19.604356769811332,48.08996,122.01573181152344
1981-03-01,26.551913237735867,48.113809599999996,117.16828918457031
1981-04-01,17.465125373584897,58.52707775999999,117.63316345214844
1981-05-01,17.522257569811316,62.371512959999976,111.22333526611328
1981-06-01,30.584350611320794,59.78683807999998,119.33771514892578
1981-07-01,22.281304815094323,55.94970016,111.2330551147461
1981-08-01,9.460547803773583,53.54399775999999,111.28694152832031
1981-09-01,20.461300105660378,66.71326816,119.05889892578125
1981-10-01,36.59423124528298,69.33914368,125.91654205322266
1981-11-01,42.55666203773585,60.13879488000003,125.7307357788086
1981-12-01,27.5398689207547,53.748694719999996,125.59294128417969
1982-01-01,16.228750671698123,42.69639807999998,121.39364624023438
1982-02-01,16.485657539622636,44.54161311999997,121.0899887084961
1982-03-01,49.03646520754713,63.885058880000024,134.94577026367188
1982-04-01,42.72733095849055,66.7905376,135.94900512695312
1982-05-01,31.045517705660345,62.20932095999998,135.86048889160156
1982-06-01,22.38627471698114,60.96927072,125.10443878173828
1982-07-01,23.844705750943394,61.520607359999985,124.64108276367188
1982-08-01,34.69714276226419,64.75447712,126.86273956298828
1982-09-01,39.382810264150976,67.22356288000003,136.7181854248047
1982-10-01,19.54454695849058,54.30743104000002,125.97833251953125
1982-11-01,20.420448784905673,55.963624319999994,122.0060806274414
1982-12-01,16.620475833962292,45.792954879999996,122.69241333007812
1983-01-01,16.963902490566046,49.37968416,124.76446533203125
1983-02-01,3.5765348830188812,42.09592672,112.21769714355469
1983-03-01,20.41057515471697,53.03982624000001,115.01133728027344
1983-04-01,34.09914294339624,62.68325152000001,123.1200942993164
1983-05-01,30.608915743396224,67.28551872,113.63765716552734
1983-06-01,22.036805735849054,60.24350719999999,116.05823516845703
1983-07-01,29.757225720754683,56.404257919999985,120.03389739990234
1983-08-01,40.950011350943356,73.5132128,132.49111938476562
1983-09-01,22.73327595471698,68.07062015999999,125.0694351196289
1983-10-01,44.20269301132074,68.09812,135.06488037109375
1983-11-01,45.43036033207547,69.25374176,135.93434143066406
1983-12-01,37.79340697358492,52.72157375999999,132.12506103515625
1984-01-01,17.793871154716967,51.860962880000024,124.7155990600586
1984-02-01,21.24715393207547,43.288797439999996,122.41476440429688
1984-03-01,34.43170723018867,56.10117792000002,130.7191619873047
1984-04-01,34.12701506415093,58.08526016,129.81263732910156
1984-05-01,25.462128483018844,57.70571648000002,122.0398178100586
1984-06-01,33.49785690566039,72.31223872,131.54808044433594
1984-07-01,39.785252166037765,70.84032095999999,134.5716552734375
1984-08-01,31.15772709433961,56.96263264000002,130.4932861328125
1984-09-01,28.330961328301907,53.29307647999999,126.40068817138672
1984-10-01,28.595934611320732,51.84685119999999,135.08779907226562
1984-11-01,26.206967486792447,50.65668256,131.6697235107422
1984-12-01,7.920636558490604,38.76917759999999,115.335693359375
1985-01-01,15.39331206037736,42.739331840000006,117.52327728271484
1985-02-01,15.901766701886803,43.65486080000001,121.71611022949219
1985-03-01,16.615086550943374,46.13058591999999,118.50019836425781
1985-04-01,46.11751649811322,62.22281247999999,135.82960510253906
1985-05-01,35.427930505660385,60.27651775999999,121.13105773925781
1985-06-01,37.09060896603775,79.54831168000001,129.8087158203125
1985-07-01,46.70669180377355,86.45418176,142.49659729003906
1985-08-01,32.1157636226415,64.70705983999997,131.83604431152344
1985-09-01,44.50906004528302,73.61460416,141.4912109375
1985-10-01,28.888393599999993,72.78624544,130.52171325683594
1985-11-01,29.485820558490605,60.90841024000001,131.2400665283203
1985-12-01,21.152990369811327,56.36106208000001,128.9432373046875
1986-01-01,13.271166249056607,44.424344319999996,121.39143371582031
1986-02-01,25.66209008301884,52.839808960000006,127.3895263671875
1986-03-01,21.085168724528284,55.814745280000004,120.97715759277344
1986-04-01,48.27505141132072,80.190648,137.2843017578125
1986-05-01,27.757813313207567,63.52674431999999,123.4867935180664
1986-06-01,29.189709464150905,53.37243552000001,127.8321304321289
1986-07-01,44.7232219169811,65.76378144,134.32489013671875
1986-08-01,22.273870671698095,60.00636,128.26744079589844
1986-09-01,32.40183516981131,81.94170528000001,136.5057373046875
1986-10-01,37.34849636226416,69.26886976000002,141.79183959960938
1986-11-01,23.471609660377354,66.47889856,132.7759552001953
1986-12-01,32.850117735849054,65.22937631999999,136.48829650878906
1987-01-01,29.695706747169762,52.87962528,133.31109619140625
1987-02-01,28.86297014339623,57.70998335999998,136.0267333984375
1987-03-01,34.12326393962264,61.84289216,134.8678741455078
1987-04-01,31.45709083773583,59.59342303999999,130.37356567382812
1987-05-01,42.272151607547194,74.12599391999998,139.9880828857422
1987-06-01,20.950569720754714,63.15081535999998,124.64098358154297
1987-07-01,22.104855366037757,73.26004672,126.74462127685547
1987-08-01,39.1820207698113,75.0017616,142.52670288085938
1987-09-01,29.55045886792451,73.75401184,138.7726287841797
1987-10-01,32.316752845283,78.49560831999999,136.8673095703125
1987-11-01,32.4115469886792,70.98186784,141.2068328857422
1987-12-01,28.802430249056577,61.842601919999986,134.19970703125
1988-01-01,16.408603230188696,48.94300095999998,124.68904876708984
1988-02-01,21.465141071698127,54.10557664000002,127.79977416992188
1988-03-01,13.868736905660391,60.59341119999999,116.41879272460938
1988-04-01,30.794637222641498,58.19532159999999,123.31975555419922
1988-05-01,17.113646309433967,57.02131775999999,123.15007781982422
1988-06-01,35.92323882264152,77.05604543999999,129.14242553710938
1988-07-01,27.194015577358485,71.31414591999999,125.65233612060547
1988-08-01,36.1434613735849,67.17444448000002,130.50491333007812
1988-09-01,33.84257129056612,65.62754208000001,133.00726318359375
1988-10-01,19.500481388679237,57.83972992000002,120.368896484375
1988-11-01,19.61160519245285,51.43762175999999,123.2094497680664
1988-12-01,14.774052166037738,39.72585695999998,123.86139678955078
1989-01-01,12.809334762264132,45.993992640000016,122.73555755615234
1989-02-01,21.306575396226407,63.28437792000002,121.82769012451172
1989-03-01,33.33738813584906,61.32140256,132.89053344726562
1989-04-01,26.670031396226406,62.90002559999999,124.50244140625
1989-05-01,48.10171598490566,64.19594464000002,139.5814208984375
1989-06-01,37.83881919999996,58.84961024000001,138.04434204101562
1989-07-01,47.082812558490545,72.82108448000002,138.59161376953125
1989-08-01,35.21712006037733,75.57001376,133.31985473632812
1989-09-01,24.788877222641467,58.004702400000006,122.2571792602539
1989-10-01,38.77974768301883,66.2203136,135.82081604003906
1989-11-01,43.44551166792452,65.01216575999999,138.64846801757812
1989-12-01,30.048951245283007,50.164737920000015,127.07528686523438
1990-01-01,29.539636830188662,47.51661919999999,128.640869140625
1990-02-01,37.32893289056605,52.70983935999998,135.26231384277344
1990-03-01,26.416399396226435,54.38399136000002,128.0596160888672
1990-04-01,17.485923441509424,56.44486272000003,119.79080200195312
1990-05-01,17.057647275471716,56.874863680000004,110.11006927490234
1990-06-01,36.67555157735848,61.11177280000001,127.3965835571289
1990-07-01,29.50593901886791,70.00413119999999,119.20619201660156
1990-08-01,44.37431734339625,63.70176031999999,128.52926635742188
